FlightDate,Reporting_Airline,Flight_Number_Reporting_Airline,Origin,Dest,CRSDepTime,CRSArrTime,CRSElapsedTime,DepDelay,ArrDelay,Cancelled,Diverted
2025-01-17,DL,976,ORD,ATL,1835,2144,129.00,25.00,11.00,0.00,0.00
2025-01-17,DL,569,SEA,ATL,0615,1358,283.00,63.00,47.00,0.00,0.00
2025-01-17,DL,562,SEA,ATL,0845,1631,286.00,8.00,7.00,0.00,0.00
2025-01-17,DL,542,SEA,ATL,1200,1958,298.00,31.00,11.00,0.00,0.00
2025-01-17,DL,567,SEA,ATL,1605,2350,285.00,45.00,17.00,0.00,0.00
2025-01-17,DL,652,SEA,ATL,2305,0647,282.00,2.00,-11.00,0.00,0.00
2025-01-18,DL,849,ATL,BOS,0710,0947,157.00,-1.00,-18.00,0.00,0.00
2025-01-18,DL,996,ATL,LAX,0735,0950,315.00,8.00,18.00,0.00,0.00
2025-01-18,DL,444,ATL,SEA,0758,1045,347.00,17.00,12.00,0.00,0.00
2025-01-18,DL,346,ATL,DEN,0820,0946,206.00,-5.00,-14.00,0.00,0.00
2025-01-18,DL,1147,ATL,ORD,0848,0955,127.00,-5.00,-18.00,0.00,0.00
2025-01-18,DL,898,ATL,LAX,0855,1055,300.00,0.00,12.00,0.00,0.00
2025-01-18,DL,995,ATL,DEN,0945,1112,207.00,-3.00,11.00,0.00,0.00
2025-01-18,DL,774,ATL,SEA,0945,1231,346.00,10.00,-13.00,0.00,0.00
2025-01-18,DL,855,ATL,BOS,1000,1237,157.00,29.00,5.00,0.00,0.00
2025-01-18,DL,501,ATL,LAX,1039,1250,311.00,0.00,-1.00,0.00,0.00
2025-01-18,DL,862,ATL,BOS,1105,1339,154.00,2.00,-19.00,0.00,0.00
2025-01-18,DL,396,ATL,DEN,1121,1248,207.00,-2.00,2.00,0.00,0.00
2025-01-18,DL,629,ATL,SEA,1138,1418,340.00,-1.00,-15.00,0.00,0.00
2025-01-18,DL,895,ATL,LAX,1240,1444,304.00,4.00,-1.00,0.00,0.00
2025-01-18,DL,1477,ATL,ORD,1243,1345,122.00,-5.00,-6.00,0.00,0.00
2025-01-18,DL,530,ATL,DEN,1305,1425,200.00,13.00,9.00,0.00,0.00
2025-01-18,DL,753,ATL,LAX,1410,1619,309.00,-3.00,-16.00,0.00,0.00
2025-01-18,DL,519,ATL,DEN,1428,1549,201.00,-3.00,-6.00,0.00,0.00
2025-01-18,DL,726,ATL,BOS,1435,1708,153.00,11.00,-1.00,0.00,0.00
2025-01-18,DL,1219,ATL,LAX,1515,1722,307.00,-1.00,1.00,0.00,0.00
2025-01-18,DL,481,ATL,SEA,1545,1827,342.00,-5.00,-26.00,0.00,0.00
2025-01-18,DL,301,ATL,LAX,1650,1857,307.00,-4.00,-9.00,0.00,0.00
2025-01-18,DL,2879,ATL,ORD,1740,1849,129.00,-6.00,-17.00,0.00,0.00
2025-01-18,DL,300,ATL,BOS,1755,2031,156.00,-5.00,-21.00,0.00,0.00
2025-01-18,DL,746,ATL,DEN,1815,1943,208.00,-9.00,-1.00,0.00,0.00
2025-01-18,DL,500,ATL,LAX,1825,2040,315.00,13.00,-11.00,0.00,0.00
2025-01-18,DL,472,ATL,SEA,1923,2207,344.00,1.00,-7.00,0.00,0.00
2025-01-18,DL,518,ATL,BOS,1955,2231,156.00,-1.00,-17.00,0.00,0.00
2025-01-18,DL,331,ATL,LAX,2059,2310,311.00,10.00,7.00,0.00,0.00
2025-01-18,DL,493,ATL,DEN,2120,2246,206.00,-2.00,-10.00,0.00,0.00
2025-01-18,DL,865,ATL,BOS,2225,0058,153.00,14.00,-1.00,0.00,0.00
2025-01-18,DL,1199,ATL,ORD,2259,2359,120.00,-5.00,-15.00,0.00,0.00
2025-01-18,DL,695,BOS,ATL,0540,0848,188.00,-5.00,-8.00,0.00,0.00
2025-01-18,DL,923,BOS,ATL,0655,1000,185.00,-5.00,-4.00,0.00,0.00
2025-01-18,DL,456,BOS,ATL,0805,1112,187.00,-2.00,-4.00,0.00,0.00
2025-01-18,DL,973,BOS,ATL,1000,1302,182.00,-4.00,-13.00,0.00,0.00
2025-01-18,DL,376,BOS,ATL,1200,1500,180.00,0.00,-10.00,0.00,0.00
2025-01-18,DL,399,BOS,ATL,1550,1852,182.00,-2.00,-13.00,0.00,0.00
2025-01-18,DL,385,BOS,ATL,1835,2148,193.00,15.00,-3.00,0.00,0.00
2025-01-18,DL,341,DEN,ATL,0600,1053,173.00,28.00,46.00,0.00,0.00
2025-01-18,DL,431,DEN,ATL,0710,1200,170.00,4.00,23.00,0.00,0.00
2025-01-18,DL,346,DEN,ATL,1051,1542,171.00,11.00,23.00,0.00,0.00
2025-01-18,DL,995,DEN,ATL,1217,1705,168.00,16.00,40.00,0.00,0.00
2025-01-18,DL,396,DEN,ATL,1353,1845,172.00,-1.00,-5.00,0.00,0.00
2025-01-18,DL,530,DEN,ATL,1530,2029,179.00,-2.00,-23.00,0.00,0.00
2025-01-18,DL,519,DEN,ATL,1654,2149,175.00,-8.00,-21.00,0.00,0.00
2025-01-18,DL,390,LAX,ATL,0615,1324,249.00,16.00,6.00,0.00,0.00
2025-01-18,DL,327,LAX,ATL,0715,1425,250.00,-4.00,-26.00,0.00,0.00
2025-01-18,DL,515,LAX,ATL,0825,1535,250.00,-7.00,-23.00,0.00,0.00
2025-01-18,DL,528,LAX,ATL,1056,1813,257.00,2.00,-12.00,0.00,0.00
2025-01-18,DL,395,LAX,ATL,1225,1930,245.00,17.00,-3.00,0.00,0.00
2025-01-18,DL,715,LAX,ATL,1415,2132,257.00,-8.00,-20.00,0.00,0.00
2025-01-18,DL,471,LAX,ATL,1730,0039,249.00,-16.00,-26.00,0.00,0.00
2025-01-18,DL,446,LAX,ATL,2155,0504,249.00,38.00,15.00,0.00,0.00
2025-01-18,DL,899,LAX,ATL,2255,0558,243.00,-7.00,-8.00,0.00,0.00
2025-01-18,DL,1264,ORD,ATL,0545,0853,128.00,-1.00,-11.00,0.00,0.00
2025-01-18,DL,1247,ORD,ATL,0705,1013,128.00,-7.00,-5.00,0.00,0.00
2025-01-18,DL,1147,ORD,ATL,1105,1403,118.00,-12.00,-24.00,0.00,0.00
2025-01-18,DL,1477,ORD,ATL,1455,1752,117.00,-3.00,-9.00,0.00,0.00
2025-01-18,DL,976,ORD,ATL,1710,2017,127.00,26.00,16.00,0.00,0.00
2025-01-18,DL,569,SEA,ATL,0615,1358,283.00,14.00,14.00,0.00,0.00
2025-01-18,DL,562,SEA,ATL,0845,1631,286.00,6.00,-12.00,0.00,0.00
2025-01-18,DL,542,SEA,ATL,1200,1958,298.00,3.00,-7.00,0.00,0.00
2025-01-18,DL,567,SEA,ATL,1605,2350,285.00,-6.00,-20.00,0.00,0.00
2025-01-18,DL,652,SEA,ATL,2305,0647,282.00,7.00,-11.00,0.00,0.00
2025-01-19,DL,849,ATL,BOS,0710,0947,157.00,-3.00,-25.00,0.00,0.00
2025-01-19,DL,996,ATL,LAX,0735,0950,315.00,3.00,2.00,0.00,0.00
2025-01-19,DL,444,ATL,SEA,0758,1045,347.00,-5.00,-14.00,0.00,0.00
2025-01-19,DL,346,ATL,DEN,0820,0946,206.00,-4.00,0.00,0.00,0.00
2025-01-19,DL,1147,ATL,ORD,0848,0955,127.00,-5.00,-18.00,0.00,0.00
2025-01-19,DL,898,ATL,LAX,0855,1055,300.00,2.00,-17.00,0.00,0.00
2025-01-19,DL,995,ATL,DEN,0945,1112,207.00,49.00,46.00,0.00,0.00
2025-01-19,DL,774,ATL,SEA,0945,1231,346.00,-2.00,-20.00,0.00,0.00
2025-01-19,DL,855,ATL,BOS,1000,1237,157.00,-6.00,-35.00,0.00,0.00
2025-01-19,DL,501,ATL,LAX,1039,1250,311.00,-5.00,-18.00,0.00,0.00
2025-01-19,DL,862,ATL,BOS,1105,1339,154.00,-5.00,-33.00,0.00,0.00
2025-01-19,DL,396,ATL,DEN,1121,1248,207.00,-1.00,-7.00,0.00,0.00
2025-01-19,DL,629,ATL,SEA,1138,1418,340.00,-5.00,-20.00,0.00,0.00
2025-01-19,DL,895,ATL,LAX,1240,1444,304.00,-11.00,-14.00,0.00,0.00
2025-01-19,DL,1477,ATL,ORD,1242,1345,123.00,-5.00,-17.00,0.00,0.00
2025-01-19,DL,530,ATL,DEN,1305,1425,200.00,-4.00,4.00,0.00,0.00
2025-01-19,DL,753,ATL,LAX,1410,1619,309.00,-8.00,-4.00,0.00,0.00
2025-01-19,DL,519,ATL,DEN,1428,1549,201.00,-3.00,-2.00,0.00,0.00
2025-01-19,DL,726,ATL,BOS,1435,1708,153.00,-4.00,-35.00,0.00,0.00
2025-01-19,DL,976,ATL,ORD,1445,1545,120.00,-2.00,-14.00,0.00,0.00
2025-01-19,DL,1219,ATL,LAX,1515,1722,307.00,14.00,10.00,0.00,0.00
2025-01-19,DL,481,ATL,SEA,1545,1827,342.00,977.00,945.00,0.00,0.00
2025-01-19,DL,301,ATL,LAX,1650,1857,307.00,-5.00,-11.00,0.00,0.00
2025-01-19,DL,1139,ATL,ORD,1740,1849,129.00,-6.00,-11.00,0.00,0.00
2025-01-19,DL,300,ATL,BOS,1755,2031,156.00,71.00,44.00,0.00,0.00
2025-01-19,DL,746,ATL,DEN,1815,1943,208.00,-5.00,-6.00,0.00,0.00
2025-01-19,DL,500,ATL,LAX,1825,2040,315.00,-5.00,-11.00,0.00,0.00
2025-01-19,DL,472,ATL,SEA,1923,2207,344.00,8.00,-1.00,0.00,0.00
2025-01-19,DL,518,ATL,BOS,1955,2231,156.00,91.00,66.00,0.00,0.00
2025-01-19,DL,331,ATL,LAX,2059,2310,311.00,26.00,43.00,0.00,0.00
2025-01-19,DL,493,ATL,DEN,2120,2246,206.00,3.00,10.00,0.00,0.00
2025-01-19,DL,865,ATL,BOS,2225,0058,153.00,2.00,-13.00,0.00,0.00
2025-01-19,DL,1199,ATL,ORD,2259,2359,120.00,-4.00,-16.00,0.00,0.00
2025-01-19,DL,695,BOS,ATL,0540,0848,188.00,0.00,-6.00,0.00,0.00
2025-01-19,DL,923,BOS,ATL,0655,1000,185.00,-4.00,-12.00,0.00,0.00
2025-01-19,DL,456,BOS,ATL,0805,1112,187.00,-3.00,-10.00,0.00,0.00
2025-01-19,DL,973,BOS,ATL,1000,1302,182.00,0.00,-7.00,0.00,0.00
2025-01-19,DL,376,BOS,ATL,1200,1500,180.00,55.00,60.00,0.00,0.00
2025-01-19,DL,399,BOS,ATL,1550,1852,182.00,-2.00,4.00,0.00,0.00
2025-01-19,DL,900,BOS,ATL,1805,2120,195.00,4.00,10.00,0.00,0.00
2025-01-19,DL,341,DEN,ATL,0600,1053,173.00,0.00,6.00,0.00,0.00
2025-01-19,DL,431,DEN,ATL,0710,1200,170.00,1.00,1.00,0.00,0.00
2025-01-19,DL,346,DEN,ATL,1051,1542,171.00,-1.00,-7.00,0.00,0.00
2025-01-19,DL,995,DEN,ATL,1217,1705,168.00,42.00,40.00,0.00,0.00
2025-01-19,DL,396,DEN,ATL,1353,1845,172.00,4.00,-2.00,0.00,0.00
2025-01-19,DL,530,DEN,ATL,1530,2029,179.00,8.00,11.00,0.00,0.00
2025-01-19,DL,519,DEN,ATL,1654,2149,175.00,-6.00,-10.00,0.00,0.00
2025-01-19,DL,390,LAX,ATL,0615,1324,249.00,0.00,-14.00,0.00,0.00
2025-01-19,DL,327,LAX,ATL,0715,1425,250.00,22.00,9.00,0.00,0.00
2025-01-19,DL,515,LAX,ATL,0825,1535,250.00,-5.00,-20.00,0.00,0.00
2025-01-19,DL,528,LAX,ATL,1056,1813,257.00,22.00,0.00,0.00,0.00
2025-01-19,DL,395,LAX,ATL,1225,1930,245.00,-4.00,-1.00,0.00,0.00
2025-01-19,DL,715,LAX,ATL,1415,2132,257.00,-6.00,-30.00,0.00,0.00
2025-01-19,DL,471,LAX,ATL,1730,0039,249.00,-5.00,-20.00,0.00,0.00
2025-01-19,DL,446,LAX,ATL,2155,0504,249.00,-4.00,-28.00,0.00,0.00
2025-01-19,DL,899,LAX,ATL,2255,0558,243.00,-7.00,-35.00,0.00,0.00
2025-01-19,DL,1264,ORD,ATL,0545,0853,128.00,-5.00,-24.00,0.00,0.00
2025-01-19,DL,1247,ORD,ATL,0705,1013,128.00,-3.00,-20.00,0.00,0.00
2025-01-19,DL,1147,ORD,ATL,1105,1403,118.00,1.00,3.00,0.00,0.00
2025-01-19,DL,1477,ORD,ATL,1455,1753,118.00,-4.00,-19.00,0.00,0.00
2025-01-19,DL,976,ORD,ATL,1710,2017,127.00,-1.00,-17.00,0.00,0.00
2025-01-19,DL,569,SEA,ATL,0615,1358,283.00,3.00,-11.00,0.00,0.00
2025-01-19,DL,562,SEA,ATL,0845,1631,286.00,13.00,-11.00,0.00,0.00
2025-01-19,DL,542,SEA,ATL,1200,1958,298.00,-1.00,-6.00,0.00,0.00
2025-01-19,DL,567,SEA,ATL,1605,2350,285.00,13.00,-12.00,0.00,0.00
2025-01-19,DL,652,SEA,ATL,2305,0647,282.00,18.00,-3.00,0.00,0.00
2025-01-20,DL,849,ATL,BOS,0710,0947,157.00,-1.00,-15.00,0.00,0.00
2025-01-20,DL,1178,ATL,ORD,0725,0835,130.00,-3.00,-16.00,0.00,0.00
2025-01-20,DL,996,ATL,LAX,0735,0950,315.00,-5.00,-5.00,0.00,0.00
2025-01-20,DL,444,ATL,SEA,0758,1045,347.00,26.00,6.00,0.00,0.00
2025-01-20,DL,346,ATL,DEN,0820,0946,206.00,38.00,52.00,0.00,0.00
2025-01-20,DL,1147,ATL,ORD,0848,0955,127.00,-6.00,-8.00,0.00,0.00
2025-01-20,DL,898,ATL,LAX,0855,1055,300.00,0.00,10.00,0.00,0.00
2025-01-20,DL,995,ATL,DEN,0945,1112,207.00,-5.00,4.00,0.00,0.00
2025-01-20,DL,774,ATL,SEA,0945,1231,346.00,-3.00,-28.00,0.00,0.00
2025-01-20,DL,855,ATL,BOS,1000,1237,157.00,-6.00,-24.00,0.00,0.00
2025-01-20,DL,501,ATL,LAX,1039,1250,311.00,-3.00,-9.00,0.00,0.00
2025-01-20,DL,862,ATL,BOS,1105,1339,154.00,22.00,0.00,0.00,0.00
2025-01-20,DL,396,ATL,DEN,1120,1247,207.00,32.00,38.00,0.00,0.00
2025-01-20,DL,629,ATL,SEA,1138,1418,340.00,10.00,-4.00,0.00,0.00
2025-01-20,DL,350,ATL,BOS,1215,1445,150.00,33.00,14.00,0.00,0.00
2025-01-20,DL,895,ATL,LAX,1240,1444,304.00,2.00,10.00,0.00,0.00
2025-01-20,DL,1477,ATL,ORD,1242,1345,123.00,-1.00,-6.00,0.00,0.00
2025-01-20,DL,530,ATL,DEN,1305,1425,200.00,24.00,35.00,0.00,0.00
2025-01-20,DL,753,ATL,LAX,1410,1619,309.00,33.00,38.00,0.00,0.00
2025-01-20,DL,519,ATL,DEN,1428,1549,201.00,11.00,24.00,0.00,0.00
2025-01-20,DL,726,ATL,BOS,1435,1708,153.00,27.00,11.00,0.00,0.00
2025-01-20,DL,976,ATL,ORD,1445,1545,120.00,21.00,21.00,0.00,0.00
2025-01-20,DL,1219,ATL,LAX,1515,1722,307.00,18.00,9.00,0.00,0.00
2025-01-20,DL,481,ATL,SEA,1522,1800,338.00,10.00,3.00,0.00,0.00
2025-01-20,DL,821,ATL,BOS,1610,1845,155.00,19.00,-10.00,0.00,0.00
2025-01-20,DL,2738,ATL,ORD,1625,1725,120.00,-6.00,-13.00,0.00,0.00
2025-01-20,DL,301,ATL,LAX,1650,1857,307.00,5.00,1.00,0.00,0.00
2025-01-20,DL,300,ATL,BOS,1755,2031,156.00,-3.00,-29.00,0.00,0.00
2025-01-20,DL,746,ATL,DEN,1815,1943,208.00,-1.00,1.00,0.00,0.00
2025-01-20,DL,500,ATL,LAX,1825,2040,315.00,1.00,-16.00,0.00,0.00
2025-01-20,DL,472,ATL,SEA,1923,2207,344.00,0.00,-18.00,0.00,0.00
2025-01-20,DL,1139,ATL,ORD,1945,2048,123.00,1.00,-14.00,0.00,0.00
2025-01-20,DL,319,ATL,LAX,1956,2206,310.00,11.00,1.00,0.00,0.00
2025-01-20,DL,518,ATL,BOS,2010,2247,157.00,46.00,20.00,0.00,0.00
2025-01-20,DL,493,ATL,DEN,2120,2246,206.00,18.00,21.00,0.00,0.00
2025-01-20,DL,331,ATL,LAX,2140,2349,309.00,6.00,-23.00,0.00,0.00
2025-01-20,DL,865,ATL,BOS,2225,0058,153.00,0.00,-20.00,0.00,0.00
2025-01-20,DL,1199,ATL,ORD,2259,2359,120.00,-2.00,-11.00,0.00,0.00
2025-01-20,DL,695,BOS,ATL,0540,0848,188.00,99.00,150.00,0.00,0.00
2025-01-20,DL,923,BOS,ATL,0655,1000,185.00,13.00,75.00,0.00,0.00
2025-01-20,DL,456,BOS,ATL,0805,1112,187.00,96.00,123.00,0.00,0.00
2025-01-20,DL,973,BOS,ATL,0945,1249,184.00,-2.00,90.00,0.00,0.00
2025-01-20,DL,376,BOS,ATL,1145,1446,181.00,-6.00,4.00,0.00,0.00
2025-01-20,DL,322,BOS,ATL,1347,1645,178.00,-5.00,1.00,0.00,0.00
2025-01-20,DL,399,BOS,ATL,1550,1852,182.00,22.00,36.00,0.00,0.00
2025-01-20,DL,385,BOS,ATL,1819,2134,195.00,10.00,13.00,0.00,0.00
2025-01-20,DL,900,BOS,ATL,2025,2336,191.00,-2.00,-2.00,0.00,0.00
2025-01-20,DL,341,DEN,ATL,0600,1053,173.00,11.00,23.00,0.00,0.00
2025-01-20,DL,431,DEN,ATL,0710,1200,170.00,17.00,27.00,0.00,0.00
2025-01-20,DL,346,DEN,ATL,1051,1542,171.00,60.00,48.00,0.00,0.00
2025-01-20,DL,995,DEN,ATL,1217,1705,168.00,27.00,10.00,0.00,0.00
2025-01-20,DL,396,DEN,ATL,1352,1844,172.00,39.00,15.00,0.00,0.00
2025-01-20,DL,530,DEN,ATL,1530,2029,179.00,49.00,22.00,0.00,0.00
2025-01-20,DL,519,DEN,ATL,1654,2149,175.00,30.00,11.00,0.00,0.00
2025-01-20,DL,390,LAX,ATL,0615,1324,249.00,32.00,23.00,0.00,0.00
2025-01-20,DL,327,LAX,ATL,0715,1425,250.00,-2.00,-30.00,0.00,0.00
2025-01-20,DL,515,LAX,ATL,0825,1535,250.00,-7.00,-12.00,0.00,0.00
2025-01-20,DL,528,LAX,ATL,1056,1813,257.00,-1.00,-41.00,0.00,0.00
2025-01-20,DL,395,LAX,ATL,1225,1930,245.00,14.00,-11.00,0.00,0.00
2025-01-20,DL,715,LAX,ATL,1415,2132,257.00,9.00,4.00,0.00,0.00
2025-01-20,DL,471,LAX,ATL,1730,0039,249.00,19.00,-3.00,0.00,0.00
2025-01-20,DL,446,LAX,ATL,2155,0504,249.00,-9.00,-25.00,0.00,0.00
2025-01-20,DL,899,LAX,ATL,2255,0558,243.00,34.00,50.00,0.00,0.00
2025-01-20,DL,320,LAX,ATL,2359,0708,249.00,-1.00,1.00,0.00,0.00
2025-01-20,DL,1264,ORD,ATL,0545,0853,128.00,0.00,-11.00,0.00,0.00
2025-01-20,DL,1247,ORD,ATL,0705,1013,128.00,-2.00,-21.00,0.00,0.00
2025-01-20,DL,1178,ORD,ATL,0935,1237,122.00,-8.00,-20.00,0.00,0.00
2025-01-20,DL,1147,ORD,ATL,1105,1403,118.00,0.00,-6.00,0.00,0.00
2025-01-20,DL,1477,ORD,ATL,1455,1753,118.00,14.00,5.00,0.00,0.00
2025-01-20,DL,976,ORD,ATL,1655,2000,125.00,11.00,12.00,0.00,0.00
2025-01-20,DL,2738,ORD,ATL,1835,2144,129.00,-7.00,-11.00,0.00,0.00
2025-01-20,DL,569,SEA,ATL,0615,1358,283.00,1.00,-25.00,0.00,0.00
2025-01-20,DL,562,SEA,ATL,0845,1631,286.00,21.00,22.00,0.00,0.00
2025-01-20,DL,542,SEA,ATL,1200,1958,298.00,3.00,-12.00,0.00,0.00
2025-01-20,DL,567,SEA,ATL,1605,2350,285.00,-4.00,-18.00,0.00,0.00
2025-01-20,DL,652,SEA,ATL,2305,0647,282.00,-1.00,-24.00,0.00,0.00
2025-01-21,DL,849,ATL,BOS,0710,0947,157.00,-5.00,-36.00,0.00,0.00
2025-01-21,DL,996,ATL,LAX,0735,0950,315.00,8.00,-11.00,0.00,0.00
2025-01-21,DL,444,ATL,SEA,0758,1045,347.00,22.00,20.00,0.00,0.00
2025-01-21,DL,346,ATL,DEN,0820,0946,206.00,-5.00,4.00,0.00,0.00
2025-01-21,DL,1147,ATL,ORD,0848,0955,127.00,41.00,22.00,0.00,0.00
2025-01-21,DL,898,ATL,LAX,0855,1055,300.00,4.00,-16.00,0.00,0.00
2025-01-21,DL,995,ATL,DEN,0945,1112,207.00,7.00,-3.00,0.00,0.00
2025-01-21,DL,774,ATL,SEA,0945,1231,346.00,48.00,61.00,0.00,0.00
2025-01-21,DL,855,ATL,BOS,1000,1237,157.00,4.00,-22.00,0.00,0.00
2025-01-21,DL,501,ATL,LAX,1039,1250,311.00,7.00,-13.00,0.00,0.00
2025-01-21,DL,862,ATL,BOS,1105,1339,154.00,169.00,138.00,0.00,0.00
2025-01-21,DL,396,ATL,DEN,1121,1248,207.00,15.00,11.00,0.00,0.00
2025-01-21,DL,629,ATL,SEA,1138,1418,340.00,61.00,53.00,0.00,0.00
2025-01-21,DL,350,ATL,BOS,1215,1445,150.00,18.00,-9.00,0.00,0.00
2025-01-21,DL,895,ATL,LAX,1240,1444,304.00,0.00,-8.00,0.00,0.00
2025-01-21,DL,1477,ATL,ORD,1242,1345,123.00,37.00,23.00,0.00,0.00
2025-01-21,DL,530,ATL,DEN,1305,1425,200.00,-1.00,-5.00,0.00,0.00
2025-01-21,DL,753,ATL,LAX,1410,1619,309.00,5.00,-6.00,0.00,0.00
2025-01-21,DL,519,ATL,DEN,1428,1549,201.00,46.00,163.00,0.00,0.00
2025-01-21,DL,726,ATL,BOS,1435,1708,153.00,19.00,37.00,0.00,0.00
2025-01-21,DL,976,ATL,ORD,1445,1545,120.00,-2.00,49.00,0.00,0.00
2025-01-21,DL,1219,ATL,LAX,1515,1722,307.00,3.00,50.00,0.00,0.00
2025-01-21,DL,481,ATL,SEA,1522,1800,338.00,1188.00,1190.00,0.00,0.00
2025-01-21,DL,301,ATL,LAX,1650,1857,307.00,1061.00,1108.00,0.00,0.00
2025-01-21,DL,2879,ATL,ORD,1740,1849,129.00,70.00,142.00,0.00,0.00
2025-01-21,DL,300,ATL,BOS,1755,2031,156.00,38.00,145.00,0.00,0.00
2025-01-21,DL,746,ATL,DEN,1815,1943,208.00,39.00,44.00,0.00,0.00
2025-01-21,DL,500,ATL,LAX,1825,2036,311.00,30.00,120.00,0.00,0.00
2025-01-21,DL,472,ATL,SEA,1923,2207,344.00,36.00,29.00,0.00,0.00
2025-01-21,DL,518,ATL,BOS,2010,2247,157.00,70.00,114.00,0.00,0.00
2025-01-21,DL,331,ATL,LAX,2059,2310,311.00,110.00,108.00,0.00,0.00
2025-01-21,DL,493,ATL,DEN,2120,2246,206.00,,,1.00,0.00
2025-01-21,DL,865,ATL,BOS,2225,0058,153.00,242.00,242.00,0.00,0.00
2025-01-21,DL,1199,ATL,ORD,2259,2359,120.00,30.00,24.00,0.00,0.00
2025-01-21,DL,695,BOS,ATL,0540,0848,188.00,-7.00,7.00,0.00,0.00
2025-01-21,DL,923,BOS,ATL,0655,1000,185.00,-4.00,16.00,0.00,0.00
2025-01-21,DL,456,BOS,ATL,0805,1112,187.00,-4.00,5.00,0.00,0.00
2025-01-21,DL,973,BOS,ATL,0945,1249,184.00,81.00,101.00,0.00,0.00
2025-01-21,DL,376,BOS,ATL,1145,1446,181.00,-3.00,19.00,0.00,0.00
2025-01-21,DL,322,BOS,ATL,1347,1645,178.00,2.00,38.00,0.00,0.00
2025-01-21,DL,399,BOS,ATL,1550,1852,182.00,54.00,176.00,0.00,0.00
2025-01-21,DL,385,BOS,ATL,1835,2148,193.00,,,1.00,0.00
2025-01-21,DL,341,DEN,ATL,0600,1053,173.00,1.00,-11.00,0.00,0.00
2025-01-21,DL,431,DEN,ATL,0710,1200,170.00,-2.00,-14.00,0.00,0.00
2025-01-21,DL,346,DEN,ATL,1051,1542,171.00,-2.00,-6.00,0.00,0.00
2025-01-21,DL,995,DEN,ATL,1217,1705,168.00,1.00,4.00,0.00,0.00
2025-01-21,DL,396,DEN,ATL,1353,1845,172.00,21.00,29.00,0.00,0.00
2025-01-21,DL,530,DEN,ATL,1530,2029,179.00,-4.00,108.00,0.00,0.00
2025-01-21,DL,519,DEN,ATL,1654,2149,175.00,,,1.00,0.00
2025-01-21,DL,390,LAX,ATL,0615,1324,249.00,43.00,41.00,0.00,0.00
2025-01-21,DL,327,LAX,ATL,0715,1425,250.00,-5.00,-5.00,0.00,0.00
2025-01-21,DL,515,LAX,ATL,0825,1535,250.00,-6.00,12.00,0.00,0.00
2025-01-21,DL,528,LAX,ATL,1056,1809,253.00,-3.00,-7.00,0.00,0.00
2025-01-21,DL,395,LAX,ATL,1225,1930,245.00,-4.00,138.00,0.00,0.00
2025-01-21,DL,715,LAX,ATL,1415,2132,257.00,-3.00,-10.00,0.00,0.00
2025-01-21,DL,471,LAX,ATL,1730,0039,249.00,-2.00,26.00,0.00,0.00
2025-01-21,DL,446,LAX,ATL,2155,0500,245.00,-2.00,-17.00,0.00,0.00
2025-01-21,DL,899,LAX,ATL,2255,0558,243.00,-8.00,-27.00,0.00,0.00
2025-01-21,DL,1264,ORD,ATL,0545,0853,128.00,140.00,125.00,0.00,0.00
2025-01-21,DL,1247,ORD,ATL,0705,1013,128.00,28.00,9.00,0.00,0.00
2025-01-21,DL,1178,ORD,ATL,0935,1237,122.00,0.00,-18.00,0.00,0.00
2025-01-21,DL,1147,ORD,ATL,1105,1403,118.00,7.00,-7.00,0.00,0.00
2025-01-21,DL,1477,ORD,ATL,1455,1753,118.00,10.00,9.00,0.00,0.00
2025-01-21,DL,976,ORD,ATL,1710,2017,127.00,,,1.00,0.00
2025-01-21,DL,569,SEA,ATL,0615,1358,283.00,-2.00,-17.00,0.00,0.00
2025-01-21,DL,562,SEA,ATL,0845,1631,286.00,17.00,13.00,0.00,0.00
2025-01-21,DL,542,SEA,ATL,1200,1958,298.00,16.00,7.00,0.00,0.00
2025-01-21,DL,567,SEA,ATL,1605,2350,285.00,-4.00,-3.00,0.00,0.00
2025-01-21,DL,652,SEA,ATL,2305,0647,282.00,-1.00,61.00,0.00,0.00
2025-01-22,DL,849,ATL,BOS,0710,0947,157.00,,,1.00,0.00
2025-01-22,DL,1178,ATL,ORD,0725,0835,130.00,21.00,46.00,0.00,0.00
2025-01-22,DL,996,ATL,LAX,0735,0950,315.00,5.00,32.00,0.00,0.00
2025-01-22,DL,444,ATL,SEA,0758,1045,347.00,101.00,138.00,0.00,0.00
2025-01-22,DL,346,ATL,DEN,0820,0946,206.00,,,1.00,0.00
2025-01-22,DL,1147,ATL,ORD,0848,0955,127.00,112.00,154.00,0.00,0.00
2025-01-22,DL,898,ATL,LAX,0855,1055,300.00,73.00,82.00,0.00,0.00
2025-01-22,DL,995,ATL,DEN,0945,1112,207.00,22.00,76.00,0.00,0.00
2025-01-22,DL,774,ATL,SEA,0945,1231,346.00,73.00,57.00,0.00,0.00
2025-01-22,DL,855,ATL,BOS,1000,1237,157.00,87.00,59.00,0.00,0.00
2025-01-22,DL,501,ATL,LAX,1039,1250,311.00,301.00,286.00,0.00,0.00
2025-01-22,DL,862,ATL,BOS,1105,1339,154.00,247.00,218.00,0.00,0.00
2025-01-22,DL,396,ATL,DEN,1121,1248,207.00,294.00,288.00,0.00,0.00
2025-01-22,DL,629,ATL,SEA,1138,1418,340.00,132.00,116.00,0.00,0.00
